-136.02	-0.3024456
-137.02	-0.3043464
-138.01	-0.3062218
-139.01	-0.308104
-140.01	-0.3100047
-140.01	-0.3099714
-139.01	-0.3081167
-138.01	-0.3062473
-137.02	-0.3043879
-136.02	-0.3024894
-135.01	-0.3005884
-134.01	-0.298704
-133.01	-0.2968248
-132.02	-0.2949284
-131.02	-0.2930699
-130.01	-0.2911695
-129.02	-0.2892678
-128.02	-0.2873917
-127.02	-0.2854862
-126.02	-0.2835908
-125.02	-0.2817007
-124.02	-0.2797958
-123.02	-0.2778993
-122.02	-0.2759973
-121.02	-0.2740948
-120.02	-0.2721923
-119.02	-0.2703339
-118.02	-0.2684312
-117.02	-0.2665294
-116.02	-0.2646697
-115.02	-0.262766
-114.02	-0.2608637
-113.02	-0.2589606
-112.02	-0.2570572
-111.02	-0.255154
-110.02	-0.253271
-109.02	-0.2513498
-108.02	-0.249486
-107.01	-0.2475838
-106.02	-0.2456804
-105.02	-0.2438007
-104.02	-0.2419168
-103.02	-0.240013
-102.02	-0.2381089
-101.01	-0.2362048
-100.02	-0.2343006
-99.02	-0.2323958
-98.02	-0.230492
-97.02	-0.2285875
-96.02	-0.2266841
-95.02	-0.2248227
-94.01	-0.2229181
-93.02	-0.2210134
-92.02	-0.21915
-91.01	-0.217214
-90.02	-0.2153267
-89.02	-0.213426
-88.01	-0.2114886
-87.02	-0.2095836
-86.02	-0.2076784
-85.01	-0.2057731
-84.01	-0.2038677
-83.01	-0.2019703
-82.01	-0.2000568
-81.01	-0.1981513
-80.01	-0.1962456
-79.01	-0.19434
-78.01	-0.1924333
-77.01	-0.1904953
-76.01	-0.1885782
-75.01	-0.1866547
-74.01	-0.1847331
-73.01	-0.182816
-72.01	-0.1809539
-71.01	-0.179048
-70.01	-0.1770986
-69.01	-0.1752355
-68.01	-0.1733256
-67.01	-0.1713783
-66.01	-0.1694387
-65.01	-0.1675211
-64.01	-0.1655702
-63.01	-0.1636192
-62.01	-0.1616911
-61.01	-0.1597434
-60.01	-0.1578123
-59.01	-0.1558616
-58	-0.153919
-57.01	-0.1519985
-56.01	-0.150029
-55.01	-0.1480626
-54.01	-0.1461024
-53	-0.1441509
-52	-0.1421649
-51.01	-0.1402026
-50	-0.1382074
-49	-0.1362551
-48	-0.1342901
-47	-0.1322853
-46	-0.1303117
-45	-0.1283154
-44	-0.1263192
-43.01	-0.1243198
-42	-0.1222821
-41	-0.1202413
-40	-0.1182066
-39	-0.1161596
-38	-0.1141187
-37	-0.1120539
-36	-0.1099855
-35	-0.1078705
-34	-0.1057771
-33	-0.1036472
-32	-0.1014948
-31	-0.09930176
-30	-0.09712198
-29	-0.09489232
-28	-0.09264046
-27	-0.09035506
-26	-0.08802325
-25	-0.08567926
-24	-0.08328852
-23	-0.08087555
-22	-0.07841819
-21	-0.07591637
-19.99	-0.07337199
-19	-0.07077941
-18	-0.06812226
-17	-0.06540386
-15.99	-0.06259678
-15	-0.05965324
-14	-0.05662123
-12.99	-0.05331581
-12	-0.04961983
-11	-0.04575188
-9.99	-0.04171938
-8.99	-0.03759703
-7.99	-0.03350233
-6.99	-0.02940753
-5.99	-0.0253021
-4.99	-0.02118463
-3.99	-0.017073
-2.99	-0.01295154
-1.99	-0.008917629
-0.99	-0.004756321
-0.01	-6.395844E-4

