     LAMBDA/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,      solmain1,         fpi21,           fpi,         fpi22,   solsample_z,       solpi21,      solpi21a,     solpi22.3,       solpic1,       solpic2,        Q_coil,     solmain1s,          none,         cc1r1,       loop0yh,         cc3r1,        loop0z,     solphase1,     solphase2,   solanalyzer,      solguide,         cc1y1,         cc1y2,         cc3y1,         cc3y2,         cc1z1,         cc1z2,         cc3z1,    solphase1s,     solmain1h,    solsample1,        loop1z,        loop1y,        loop2z,        loop2y,        solaux,  solphase1ccx,  solphase1ccy,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
     Lambda/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,     pow01: main,     pow02: pi21,     pow03: pi  ,     pow04: pi22,          pow05,          pow06,          pow07,          pow08,          pow09,         pow10,         pow11,         pow12,         pow13,         pow16,         pow17,         pow18,         pow19,    pow20: pha1,         pow21,         pow22,         pow23,         pow24,         pow25,         pow26,         pow27,         pow28,         pow29,         pow30,         pow32,         pow33,         pow34,         pow35,         pow36,         pow37,         pow38,          dum1,          dum2,          dum3,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
             6,       0.24492,           0.5,           6.4,      6.400154,       9.88821,     -1591.164,             0,      21.15793,    -0.3267656,     -0.481589,    -0.5619785,      1.912387,      1.323464,    -0.1894946,     -0.762102,             0,            -0,             0,             0,             0,      8.171205,      0.010032,      6.393622,             0,     -0.535283,             0,             9,            -5,     -0.537676,     -0.537676,     0.1449841,     0.1449841,      0.057311,      0.057311,  -0.004239327,             0,             0,      2.438097,     -8.374021,     0.8912037,      9.726083,     0.3223159,             0,     -9.642022,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.1592349,             1,    1775142126 
             6,       0.24492,           0.5,           8.5,      8.500206,       9.81211,     -1591.164,             0,      28.14014,    -0.3267512,    -0.4818096,    -0.5619844,      1.936235,      1.366431,     0.2478418,    -0.7531672,             0,            -0,             0,             0,             0,      10.97422,    0.01393136,      8.801939,             0,    -0.4945538,             0,             9,            -5,    -0.5633507,    -0.5633507,     0.1560791,     0.1560791,    0.03612386,    0.03612386,  -0.005630756,             0,             0,      2.422457,     -8.600812,      1.194386,      9.908388,      0.123655,             0,     -12.94958,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.2114839,             1,    1775142157 
             6,       0.24492,           0.5,            11,      11.00027,       9.69471,     -1591.164,             0,      36.45185,    -0.3267338,    -0.4820742,    -0.5619917,      1.964824,      1.417615,     0.7697334,    -0.7425275,             0,            -0,             0,             0,             0,      14.31282,    0.01868835,      11.73187,             0,    -0.4471674,             0,             9,            -5,    -0.5965891,    -0.5965891,      0.173545,      0.173545,    0.01883067,    0.01883067,   -0.00728727,             0,             0,      2.403825,     -8.876675,       1.56108,      10.13016,    -0.1198369,             0,     -16.88912,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.2736851,             1,    1775142194 
             6,       0.24492,           0.5,            15,      15.00037,       9.44893,     -1591.164,             0,      49.75063,    -0.3267058,    -0.4825021,    -0.5620033,      2.011025,      1.499521,      1.605122,    -0.7255043,             0,            -0,             0,             0,             0,      19.63474,    0.02633997,      16.43753,             0,     -0.369642,             0,             9,            -5,    -0.6334306,    -0.6334306,     0.1985992,     0.1985992,   -0.01708496,   -0.01708496,  -0.009937762,             0,             0,       2.37407,     -9.319722,        2.1506,       10.4863,    -0.5101158,             0,     -23.16899,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,      0.373207,             1,    1775142234 
             6,       0.24492,           0.5,            20,      20.00051,       9.04933,     -1591.164,             0,      66.37327,    -0.3266705,    -0.4830449,     -0.562018,      2.069579,      1.601941,      2.650497,    -0.7042235,             0,            -0,             0,             0,             0,      26.36203,    0.03602627,      22.37674,             0,    -0.2726664,             0,             9,            -5,    -0.8080209,    -0.8080209,     0.2770968,     0.2770968,   -0.09577218,   -0.09577218,   -0.01325096,             0,             0,      2.336685,      -9.87894,      2.880287,      10.93579,     -1.017946,             0,      -31.1072,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.4976098,             1,    1775142281 
             6,       0.24492,           0.5,            27,      27.00075,       8.34328,     -1591.164,             0,      89.64537,    -0.3266207,    -0.4838197,    -0.5620387,      2.153051,      1.745335,      4.114998,    -0.6744261,             0,            -0,             0,             0,             0,      35.68986,    0.04972435,      30.74158,             0,     -0.139948,             0,             9,            -5,    -0.6658301,    -0.6658301,     0.2872493,     0.2872493,      -0.17169,      -0.17169,   -0.01788954,             0,             0,      2.284557,     -10.66653,      3.936023,      11.56873,     -1.701984,             0,     -42.11403,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.6717748,             1,    1775142342 
             6,       0.24492,           0.5,            35,      35.00115,       7.38158,     -1591.164,             0,       116.242,    -0.3265635,    -0.4847266,    -0.5620625,      2.250608,       1.90926,      5.789835,    -0.6403707,             0,            -0,             0,             0,             0,      46.37286,    0.06556997,      40.35508,             0,    0.01348677,             0,             9,            -5,    -0.8123192,    -0.8123192,      0.361879,      0.361879,    -0.2649618,    -0.2649618,   -0.02319094,             0,             0,      2.224928,     -11.57175,      5.130474,      12.29604,     -2.508416,             0,     -54.71997,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.8708235,             1,    1775142407 
             6,       0.24492,           0.5,            42,      42.00165,       6.46176,     -1591.164,             0,      139.5144,    -0.3265133,    -0.4855392,    -0.5620833,      2.337884,      2.052715,      7.256024,    -0.6105699,             0,            -0,             0,             0,             0,      55.70464,    0.07959919,      48.80075,             0,     0.1472181,             0,             9,            -5,     -0.936541,     -0.936541,     0.4255105,     0.4255105,    -0.3431516,    -0.3431516,   -0.02782982,             0,             0,      2.172787,     -12.36707,      6.179863,       12.9349,      -3.21656,             0,     -65.73147,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,      1.044995,             1,    1775142477 
             6,       0.24492,          0.51,          0.49,     0.4900212,       9.98813,     -1591.164,             0,      1.502704,    -0.3268021,    -0.4810252,    -0.5619636,      1.851424,      1.203065,      -1.40762,    -0.7878371,             0,            -0,             0,             0,             0,     0.4410397,  0.0006321286,     0.2506272,             0,    -0.6488019,             0,             9,            -5,    -0.4124653,    -0.4124653,    0.09912475,    0.09912475,    0.09276638,    0.09276638, -0.0003242184,             0,             0,       2.48492,     -7.795288,     0.1154999,      9.260667,     0.7978136,             0,    -0.5204268,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.01219166,             1,    1775142511 
             6,       0.24492,          0.51,          0.65,     0.6500228,       9.98768,     -1591.164,             0,      2.035254,    -0.3268014,    -0.4810416,    -0.5619639,      1.853199,      1.206302,      -1.37567,    -0.7871571,             0,            -0,             0,             0,             0,     0.6354923,  0.0008044708,     0.3651089,             0,    -0.6460289,             0,             9,            -5,    -0.4171392,    -0.4171392,     0.1005415,     0.1005415,    0.09395365,    0.09395365,  -0.000430147,             0,             0,      2.483778,     -7.806122,      0.130848,      9.269336,     0.7888385,             0,     -0.749881,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.01617247,             1,    1775142526 
             6,       0.24492,          0.51,          0.86,     0.8600261,        9.9869,     -1591.164,             0,      2.734045,    -0.3268004,    -0.4810631,    -0.5619643,      1.855529,      1.210561,     -1.333307,     -0.786264,             0,            -0,             0,             0,             0,     0.8972226,   0.001069082,     0.5370412,             0,    -0.6421923,             0,             9,            -5,    -0.4165114,    -0.4165114,     0.1002885,     0.1002885,    0.09754668,    0.09754668, -0.0005691989,             0,             0,      2.482263,     -7.822367,     0.1540027,      9.282354,     0.7757801,             0,     -1.058723,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.02139732,             1,    1775142543 
             6,       0.24492,          0.51,           1.1,       1.10003,       9.98574,     -1591.164,             0,      3.532552,    -0.3267992,    -0.4810878,    -0.5619648,      1.858195,      1.215432,     -1.284738,    -0.7852429,             0,            -0,             0,             0,             0,      1.204862,   0.001385271,     0.7412955,             0,    -0.6379721,             0,             9,            -5,    -0.4244163,    -0.4244163,     0.1040178,     0.1040178,    0.09410274,    0.09410274, -0.0007281353,             0,             0,      2.480509,      -7.84166,     0.1801712,      9.297824,     0.7588948,             0,     -1.421737,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.02736859,             1,    1775142561 
             6,       0.24492,          0.51,           1.5,      1.500038,       9.98317,     -1591.164,             0,      4.863183,    -0.3267969,    -0.4811288,    -0.5619658,       1.86264,      1.223571,     -1.203055,    -0.7835402,             0,            -0,             0,             0,             0,      1.714946,   0.001977851,      1.118634,             0,     -0.630324,             0,             9,            -5,    -0.4364005,    -0.4364005,     0.1068305,     0.1068305,    0.09100606,    0.09100606, -0.0009930611,             0,             0,      2.477593,     -7.877253,     0.2288624,      9.326392,     0.7285098,             0,     -2.023636,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.03732074,             1,    1775142584 
             6,       0.24492,          0.51,             2,       2.00005,       9.97886,     -1591.164,             0,      6.526181,    -0.3267939,    -0.4811802,     -0.561967,      1.868202,      1.233764,     -1.100258,    -0.7814116,             0,            -0,             0,             0,             0,      2.365087,   0.002780652,      1.625301,             0,     -0.619194,             0,             9,            -5,    -0.4447029,    -0.4447029,     0.1094104,     0.1094104,    0.09252511,    0.09252511,  -0.001324253,             0,             0,      2.473921,     -7.925015,     0.2938763,      9.364753,     0.6876844,             0,     -2.790803,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.04976094,             1,    1775142637 
             6,       0.24492,          0.51,           2.7,      2.700065,       9.97076,     -1591.164,             0,      8.854265,    -0.3267897,    -0.4812524,    -0.5619688,      1.876006,      1.248034,    -0.9562919,    -0.7784305,             0,            -0,             0,             0,             0,      3.285924,   0.003909313,      2.337309,             0,    -0.6053224,             0,             9,            -5,    -0.4608464,    -0.4608464,     0.1171968,     0.1171968,    0.08122837,    0.08122837,  -0.001787961,             0,             0,      2.468746,     -7.992137,     0.3839906,      9.418665,     0.6289756,             0,      -3.87739,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.06717723,             1,    1775142659 
             6,       0.24492,          0.51,           3.6,      3.600086,       9.95681,     -1591.164,             0,      11.84728,     -0.326784,    -0.4813453,    -0.5619712,      1.886062,        1.2664,    -0.7703684,    -0.7745964,             0,            -0,             0,             0,             0,      4.464596,   0.005434447,      3.294424,             0,    -0.5869892,             0,             9,            -5,    -0.4570329,    -0.4570329,     0.1141558,     0.1141558,     0.0746439,     0.0746439,  -0.002384201,             0,             0,      2.462106,     -8.082319,     0.5082257,      9.491124,     0.5538641,             0,     -5.268223,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.08956962,             1,    1775142682 
             6,       0.24492,          0.51,           4.8,      4.800115,       9.93206,     -1591.164,             0,       15.8378,    -0.3267764,    -0.4814698,    -0.5619743,      1.899519,      1.290892,    -0.5224418,    -0.7694816,             0,            -0,             0,             0,             0,      6.059384,   0.007470547,      4.571777,             0,    -0.5663605,             0,             9,            -5,    -0.4949951,    -0.4949951,     0.1348051,     0.1348051,    0.05773094,    0.05773094,  -0.003179233,             0,             0,      2.453178,      -8.20269,     0.6669104,      9.587839,     0.4458245,             0,     -7.150073,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.1194262,             1,    1775142707 
             6,       0.24492,          0.51,           6.4,      6.400154,       9.88821,     -1591.164,             0,      21.15782,    -0.3267656,    -0.4816363,    -0.5619789,      1.917529,      1.323608,    -0.1895128,    -0.7626597,             0,            -0,             0,             0,             0,      8.170349,    0.01039687,      6.393636,             0,    -0.5357679,             0,             9,            -5,    -0.5301803,    -0.5301803,     0.1436926,     0.1436926,    0.05734798,    0.05734798,  -0.004239328,             0,             0,      2.441319,     -8.374244,     0.8970298,      9.725744,     0.2969851,             0,     -9.641012,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.1592349,             1,    1775142735 
             6,       0.24492,          0.51,           8.5,      8.500207,       9.81211,     -1591.164,             0,      28.14003,    -0.3267512,    -0.4818563,    -0.5619848,      1.941306,      1.366555,     0.2477859,    -0.7537059,             0,            -0,             0,             0,             0,      10.97332,    0.01426919,      8.801951,             0,     -0.495039,             0,             9,            -5,    -0.5558401,    -0.5558401,     0.1547634,     0.1547634,    0.03616844,    0.03616844,  -0.005630757,             0,             0,      2.425675,     -8.601031,       1.20112,      9.908051,     0.1002917,             0,     -12.94852,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.2114839,             1,    1775142766 
             6,       0.24492,          0.51,            11,      11.00027,       9.69471,     -1591.164,             0,      36.45174,    -0.3267338,    -0.4821202,    -0.5619921,      1.969811,      1.417717,     0.7696325,    -0.7430437,             0,            -0,             0,             0,             0,       14.3119,     0.0189938,      11.73187,             0,    -0.4476526,             0,             9,            -5,    -0.5891953,    -0.5891953,      0.172231,      0.172231,    0.01888571,    0.01888571,  -0.007287271,             0,             0,      2.407039,     -8.876887,      1.568884,      10.12982,    -0.1408668,             0,     -16.88804,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.2736851,             1,    1775142803 
             6,       0.24492,          0.51,            15,      15.00037,       9.44893,     -1591.164,             0,      49.75052,    -0.3267058,    -0.4825469,    -0.5620037,      2.015872,      1.499586,      1.604973,    -0.7259844,             0,            -0,             0,             0,             0,       19.6342,    0.02659576,      16.43873,             0,    -0.3701208,             0,             9,            -5,    -0.6267543,    -0.6267543,     0.1974197,     0.1974197,    -0.0167348,    -0.0167348,  -0.009937764,             0,             0,      2.377275,     -9.320035,      2.160212,      10.48606,    -0.5275618,             0,     -23.16835,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.3732071,             1,    1775142844 
             6,       0.24492,          0.51,            20,      20.00051,       9.04933,     -1591.164,             0,      66.37316,    -0.3266705,     -0.483088,    -0.5620184,      2.074245,       1.60196,      2.650236,    -0.7046584,             0,            -0,             0,             0,             0,      26.36111,    0.03621514,      22.37682,             0,    -0.2731492,             0,             9,            -5,    -0.8016956,    -0.8016956,     0.2759511,     0.2759511,   -0.09567857,   -0.09567857,   -0.01325096,             0,             0,      2.339882,     -9.879137,      2.891909,      10.93547,     -1.030637,             0,     -31.10612,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.4976098,             1,    1775142891 
             6,       0.24492,          0.51,            27,      27.00075,       8.34328,     -1591.164,             0,      89.64526,    -0.3266207,    -0.4838604,    -0.5620391,      2.157455,      1.745289,      4.114609,    -0.6747978,             0,            -0,             0,             0,             0,      35.68927,    0.04982264,      30.74154,             0,    -0.1404232,             0,             9,            -5,     -0.670018,     -0.670018,      0.288222,      0.288222,    -0.1714437,    -0.1714437,   -0.01788955,             0,             0,       2.28774,     -10.66669,      3.950023,      11.56841,     -1.708798,             0,     -42.11334,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.6717748,             1,    1775142952 
             6,       0.24492,          0.51,            35,      35.00115,       7.38158,     -1591.164,             0,      116.2418,    -0.3265635,    -0.4847644,    -0.5620628,      2.254697,       1.90914,        5.7893,    -0.6406702,             0,            -0,             0,             0,             0,      46.37224,    0.06556504,      40.35497,             0,    0.01301548,             0,             9,            -5,    -0.8168007,    -0.8168007,     0.3629117,     0.3629117,    -0.2647211,    -0.2647211,   -0.02319094,             0,             0,      2.228096,     -11.57189,      5.147875,      12.29573,     -2.507775,             0,     -54.71924,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.8708234,             1,    1775143018 
             6,       0.24492,          0.51,            42,      42.00165,       6.46176,     -1591.164,             0,      139.5143,    -0.3265133,    -0.4855744,    -0.5620837,      2.341684,       2.05253,       7.25536,    -0.6108062,             0,            -0,             0,             0,             0,      55.70392,    0.07950437,      48.80049,             0,     0.1467185,             0,             9,            -5,     -0.941349,     -0.941349,     0.4266055,     0.4266055,    -0.3429403,    -0.3429403,   -0.02782982,             0,             0,      2.175942,     -12.36718,      6.200228,      12.93458,     -3.209392,             0,     -65.73063,             0,      28.18722,             0,             0,     -75.90639,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,      1.044995,             1,    1775143088 
             6,       0.24492,          0.52,          0.49,     0.4900212,       9.98813,     -1591.164,             0,      1.502594,    -0.3268021,    -0.4810754,     -0.561964,      1.856874,      1.203259,     -1.407539,    -0.7884231,             0,            -0,             0,             0,             0,     0.4407776,   0.001064652,     0.2506022,             0,    -0.6493037,             0,             9,            -5,    -0.4074239,    -0.4074239,    0.09837088,    0.09837088,    0.09283112,    0.09283112, -0.0003242185,             0,             0,      2.488219,     -7.795527,     0.1186621,      9.260313,     0.7675471,             0,    -0.5201176,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.01219166,             1,    1775143122 
             6,       0.24492,          0.52,          0.65,     0.6500228,       9.98768,     -1591.164,             0,      2.035144,    -0.3268014,    -0.4810917,    -0.5619643,      1.858643,      1.206495,     -1.375591,    -0.7877417,             0,            -0,             0,             0,             0,     0.6351554,   0.001235163,     0.3650845,             0,    -0.6465317,             0,             9,            -5,    -0.4118742,    -0.4118742,    0.09974746,    0.09974746,    0.09401674,    0.09401674, -0.0004301471,             0,             0,      2.487078,     -7.806361,     0.1340919,      9.268982,     0.7587326,             0,    -0.7494834,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.01617247,             1,    1775143137 
             6,       0.24492,          0.52,          0.86,     0.8600261,        9.9869,     -1591.164,             0,      2.733935,    -0.3268004,    -0.4811132,    -0.5619647,      1.860967,      1.210752,     -1.333232,    -0.7868468,             0,            -0,             0,             0,             0,     0.8968167,   0.001497311,     0.5370187,             0,    -0.6426961,             0,             9,            -5,    -0.4110131,    -0.4110131,    0.09945094,    0.09945094,    0.09760977,    0.09760977, -0.0005691989,             0,             0,      2.485562,     -7.822605,      0.157351,      9.282001,     0.7458819,             0,     -1.058244,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.02139732,             1,    1775143154 
             6,       0.24492,          0.52,           1.1,       1.10003,       9.98574,     -1591.164,             0,      3.532443,    -0.3267992,    -0.4811377,    -0.5619652,      1.863624,      1.215621,     -1.284667,    -0.7858236,             0,            -0,             0,             0,             0,      1.204388,   0.001810645,      0.741275,             0,    -0.6384768,             0,             9,            -5,    -0.4187087,    -0.4187087,     0.1031389,     0.1031389,    0.09416398,    0.09416398, -0.0007281354,             0,             0,      2.483808,     -7.841897,     0.1836364,      9.297471,     0.7292315,             0,     -1.421178,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.0273686,             1,    1775143171 
             6,       0.24492,          0.52,           1.5,      1.500038,       9.98317,     -1591.164,             0,      4.863074,    -0.3267969,    -0.4811787,    -0.5619662,      1.868057,      1.223757,     -1.202991,    -0.7841174,             0,            -0,             0,             0,             0,      1.714397,   0.002398362,      1.118616,             0,    -0.6308297,             0,             9,            -5,    -0.4304187,    -0.4304187,     0.1058961,     0.1058961,    0.09106641,    0.09106641, -0.0009930612,             0,             0,      2.480891,      -7.87749,     0.2325181,       9.32604,      0.699234,             0,     -2.022988,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.03732074,             1,    1775143194 
             6,       0.24492,          0.52,             2,       2.00005,       9.97886,     -1591.164,             0,      6.526072,    -0.3267939,    -0.4812299,    -0.5619674,      1.873602,      1.233944,     -1.100203,    -0.7819846,             0,            -0,             0,             0,             0,      2.364465,   0.003194975,      1.625286,             0,    -0.6197011,             0,             9,            -5,    -0.4384686,    -0.4384686,     0.1084215,     0.1084215,    0.09258309,    0.09258309,  -0.001324253,             0,             0,      2.477218,     -7.925251,     0.2977653,      9.364401,     0.6588884,             0,     -2.790069,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.04976094,             1,    1775143247 
             6,       0.24492,          0.52,           2.7,      2.700065,       9.97076,     -1591.164,             0,      8.854156,    -0.3267897,    -0.4813019,    -0.5619692,      1.881383,      1.248208,    -0.9562498,    -0.7789974,             0,            -0,             0,             0,             0,      3.285233,   0.004314959,      2.337304,             0,    -0.6058301,             0,             9,            -5,    -0.4543565,    -0.4543565,     0.1161489,     0.1161489,    0.08128801,    0.08128801,  -0.001787961,             0,             0,      2.472043,     -7.992372,     0.3882019,      9.418315,     0.6008452,             0,     -3.876574,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.06717723,             1,    1775143268 
             6,       0.24492,          0.52,           3.6,      3.600086,       9.95681,     -1591.164,             0,      11.84717,     -0.326784,    -0.4813946,    -0.5619716,      1.891409,      1.266566,    -0.7703425,    -0.7751555,             0,            -0,             0,             0,             0,      4.463844,   0.005828841,      3.294425,             0,    -0.5874976,             0,             9,            -5,    -0.4503255,    -0.4503255,     0.1130548,     0.1130548,     0.0747032,     0.0747032,  -0.002384201,             0,             0,      2.465401,     -8.082553,     0.5128436,      9.490776,     0.5265831,             0,     -5.267336,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.08956963,             1,    1775143292 
             6,       0.24492,          0.52,           4.8,      4.800115,       9.93206,     -1591.164,             0,      15.83769,    -0.3267764,    -0.4815186,    -0.5619747,      1.904826,      1.291046,    -0.5224377,    -0.7700304,             0,            -0,             0,             0,             0,       6.05858,   0.007849839,      4.571783,             0,    -0.5668692,             0,             9,            -5,    -0.4881084,    -0.4881084,     0.1336542,     0.1336542,    0.05779098,    0.05779098,  -0.003179234,             0,             0,      2.456471,     -8.202922,     0.6720641,      9.587492,     0.4196697,             0,     -7.149124,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.1194262,             1,    1775143317 
             6,       0.24492,          0.52,           6.4,      6.400154,       9.88821,     -1591.164,             0,      21.15772,    -0.3267656,    -0.4816847,    -0.5619792,      1.922782,      1.323748,    -0.1895312,    -0.7631946,             0,            -0,             0,             0,             0,      8.168996,    0.01075632,      6.393979,             0,    -0.5362841,             0,             9,            -5,    -0.5234515,    -0.5234515,     0.1425136,     0.1425136,    0.05718776,    0.05718776,  -0.004239329,             0,             0,      2.444611,     -8.374503,     0.9029223,      9.725423,     0.2722904,             0,     -9.639415,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.1592349,             1,    1775143344 
