     LAMBDA/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,      solmain1,         fpi21,           fpi,         fpi22,   solsample_z,       solpi21,      solpi21a,     solpi22.3,       solpic1,       solpic2,        Q_coil,     solmain1s,          none,         cc1r1,       loop0yh,         cc3r1,        loop0z,     solphase1,     solphase2,   solanalyzer,      solguide,         cc1y1,         cc1y2,         cc3y1,         cc3y2,         cc1z1,         cc1z2,         cc3z1,    solphase1s,     solmain1h,    solsample1,        loop1z,        loop1y,        loop2z,        loop2y,        solaux,  solphase1ccx,  solphase1ccy,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
     Lambda/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,     pow01: main,     pow02: pi21,     pow03: pi  ,     pow04: pi22,          pow05,          pow06,          pow07,          pow08,          pow09,         pow10,         pow11,         pow12,         pow13,         pow16,         pow17,         pow18,         pow19,    pow20: pha1,         pow21,         pow22,         pow23,         pow24,         pow25,         pow26,         pow27,         pow28,         pow29,         pow30,         pow32,         pow33,         pow34,         pow35,         pow36,         pow37,         pow38,          dum1,          dum2,          dum3,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
             8,       0.32656,          0.25,            83,      83.00325,      0.583796,     -2121.551,             0,      116.3237,    -0.2448614,    -0.3639253,      -0.42156,      1.728509,      1.555774,      6.074427,    -0.3961312,             0,            -0,             0,             0,             0,      46.49659,      23.64154,      40.68288,             0,     0.1143023,             0,             9,            -5,    -0.8444887,    -0.8444887,     0.3569114,     0.3569114,    -0.3099021,    -0.3099021,   -0.04124729,             0,             0,      1.529685,     -9.649113,       4.66101,      10.01557,     -4.622041,             0,     -54.86597,             0,      18.31569,             0,             0,     -80.84216,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.8712177,             1,    1775156367 
             8,       0.32656,          0.25,           101,      101.0047,        0.4507,     -2121.551,             0,      141.5687,    -0.2448069,    -0.3651669,    -0.4215828,      1.861752,       1.71282,      7.668241,    -0.3660342,             0,            -0,             0,             0,             0,      56.62416,     0.1018604,      49.87103,             0,     0.2076163,             0,             9,            -5,    -0.8926148,    -0.8926148,     0.4082927,     0.4082927,    -0.3995913,    -0.3995913,   -0.05019397,             0,             0,      1.512627,     -10.51468,      5.977408,      10.70872,     -5.723492,             0,      -66.8165,             0,      18.31569,             0,             0,     -80.84216,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,      1.060165,             1,    1775156426 
             8,       0.32656,          0.26,           1.1,      1.100038,      0.999905,     -2121.551,             0,      1.446107,    -0.2451013,    -0.3602569,    -0.4214596,      1.332885,     0.8425468,     -1.149339,    -0.5351457,             0,            -0,             0,             0,             0,      0.438514,    0.01084283,     0.2362724,             0,    -0.6025249,             0,             9,            -5,    -0.1139579,    -0.1139579,    0.03088749,    0.03088749,    0.06826974,    0.06826974,  -0.000545855,             0,             0,      1.827315,     -5.848413,    0.07415988,      6.953823,    -0.8092968,             0,    -0.5174465,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.01154621,             1,    1775156455 
             8,       0.32656,          0.26,           1.5,      1.500044,      0.999824,     -2121.551,             0,      2.007688,    -0.2451006,    -0.3602748,    -0.4214599,      1.334829,     0.8459875,     -1.115496,    -0.5344645,             0,            -0,             0,             0,             0,      0.652702,    0.01106808,     0.3621331,             0,    -0.5994798,             0,             9,            -5,    -0.1157215,    -0.1157215,    0.03237405,    0.03237405,     0.0692902,     0.0692902, -0.0007444679,             0,             0,      1.826094,      -5.86029,    0.08979259,      6.963355,    -0.8220183,             0,    -0.7701883,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.01574474,             1,    1775156470 
             8,       0.32656,          0.26,             2,      2.000052,      0.999688,     -2121.551,             0,      2.709588,    -0.2450995,    -0.3602972,    -0.4214603,      1.337261,     0.8502993,     -1.072774,     -0.533612,             0,            -0,             0,             0,             0,     0.9112417,    0.01138765,     0.5403435,             0,    -0.5959538,             0,             9,            -5,    -0.1131402,    -0.1131402,    0.03210575,    0.03210575,    0.06745736,    0.06745736, -0.0009927744,             0,             0,      1.824587,     -5.877076,     0.1122703,      6.976842,    -0.8391299,             0,     -1.075265,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.02099293,             1,    1775156486 
             8,       0.32656,          0.26,           2.7,      2.700067,      0.999431,     -2121.551,             0,      3.691959,    -0.2450979,    -0.3603287,     -0.421461,      1.340669,     0.8563494,     -1.012457,    -0.5324184,             0,            -0,             0,             0,             0,       1.29325,    0.01188164,     0.8154981,             0,    -0.5899982,             0,             9,            -5,    -0.1100477,    -0.1100477,    0.03190013,    0.03190013,    0.06646939,    0.06646939,  -0.001340449,             0,             0,      1.822431,      -5.90298,     0.1465382,      6.997674,    -0.8654391,             0,     -1.526035,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.02834041,             1,    1775156504 
             8,       0.32656,          0.26,           3.6,      3.600086,      0.998988,     -2121.551,             0,      4.954871,    -0.2450957,    -0.3603692,     -0.421462,      1.345057,     0.8641361,    -0.9345979,    -0.5308829,             0,            -0,             0,             0,             0,      1.788351,    0.01254526,      1.184865,             0,    -0.5830236,             0,             9,            -5,    -0.1099047,    -0.1099047,    0.03324367,    0.03324367,    0.06440564,    0.06440564,  -0.001787516,             0,             0,      1.819646,     -5.937742,     0.1918695,      7.025637,    -0.9011727,             0,     -2.110254,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.03778718,             1,    1775156523 
             8,       0.32656,          0.26,           4.8,      4.800114,      0.998202,     -2121.551,             0,      6.638522,    -0.2450926,    -0.3604233,    -0.4214633,      1.350916,     0.8745393,     -0.830046,    -0.5288358,             0,            -0,             0,             0,             0,      2.451318,    0.01349757,      1.714406,             0,    -0.5715331,             0,             9,            -5,    -0.1105837,    -0.1105837,    0.03419743,    0.03419743,    0.06489474,    0.06489474,  -0.002383665,             0,             0,      1.815932,     -5.987546,     0.2566734,      7.065722,    -0.9518824,             0,     -2.892556,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.0503829,             1,    1775156543 
             8,       0.32656,          0.26,           6.4,      6.400152,      0.996805,     -2121.551,             0,      8.883323,    -0.2450884,    -0.3604956,    -0.4214651,      1.358752,     0.8884081,    -0.6906982,    -0.5261052,             0,            -0,             0,             0,             0,      3.343891,    0.01476284,      2.417876,             0,    -0.5580343,             0,             9,            -5,    -0.1181145,    -0.1181145,    0.03998326,    0.03998326,    0.05310778,    0.05310778,  -0.003178596,             0,             0,       1.81095,     -6.053717,     0.3414926,      7.118977,     -1.020684,             0,     -3.945791,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.0671772,             1,    1775156565 
             8,       0.32656,          0.26,           8.5,      8.500199,      0.994371,     -2121.551,             0,      11.83423,    -0.2450826,    -0.3613578,    -0.4214674,      1.452233,     0.9057911,    -0.5087983,    -0.5208603,             0,            -0,             0,             0,             0,        4.5259,      79.05917,      3.379952,             0,    -0.4008604,             0,             9,            -5,    -0.4359383,    -0.4359383,    0.09861758,    0.09861758,    0.04869515,    0.04869515,  -0.004222013,             0,             0,      1.667097,     -6.148519,     -0.295832,      7.187664,    -0.4423138,             0,     -5.340562,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.08921969,             1,    1775156588 
             8,       0.32656,          0.26,            11,      11.00026,      0.990591,     -2121.551,             0,      15.34143,    -0.2450757,    -0.3613951,    -0.4214704,       1.45624,     0.9275175,     -0.289679,    -0.5166298,             0,            -0,             0,             0,             0,      5.886521,      77.14976,      4.545978,             0,    -0.3855057,             0,             9,            -5,    -0.4533097,    -0.4533097,     0.1067397,     0.1067397,    0.04647653,    0.04647653,  -0.005464249,             0,             0,      1.662704,     -6.257693,    -0.1377321,      7.276314,    -0.5721912,             0,     -6.946095,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.1154608,             1,    1775156613 
             8,       0.32656,          0.26,            15,      15.00036,      0.982575,     -2121.551,             0,      20.95231,    -0.2450645,    -0.3614618,    -0.4214751,      1.463406,     0.9622983,    0.06150268,    -0.5098636,             0,            -0,             0,             0,             0,      8.129483,      74.09352,      6.442073,             0,    -0.3560565,             0,             9,            -5,     -0.498937,     -0.498937,     0.1328761,     0.1328761,    0.03512872,    0.03512872,  -0.007451924,             0,             0,      1.655533,     -6.435289,      0.114834,      7.420455,    -0.7868642,             0,      -9.59279,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.1574466,             1,    1775156640 
             8,       0.32656,          0.26,            20,      20.00049,      0.969233,     -2121.551,             0,      27.96505,      -0.24505,    -0.3615573,    -0.4214812,      1.473668,      1.005811,     0.5020829,    -0.5014039,             0,            -0,             0,             0,             0,      10.98208,      70.26866,      8.894118,             0,    -0.3187634,             0,             9,            -5,    -0.5201933,    -0.5201933,     0.1365419,     0.1365419,   0.006870169,   0.006870169,  -0.009936624,             0,             0,      1.646454,     -6.665016,     0.4480044,      7.606783,     -1.053444,             0,     -12.95885,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,      0.209929,             1,    1775156671 
             8,       0.32656,          0.26,            27,      27.00069,      0.944638,     -2121.551,             0,      37.78285,    -0.2450293,    -0.3617136,    -0.4214899,      1.490489,       1.06676,      1.119981,    -0.4895566,             0,            -0,             0,             0,             0,      14.92553,      64.91156,      12.38041,             0,    -0.2690233,             0,             9,            -5,    -0.5455221,    -0.5455221,     0.1542951,     0.1542951,   -0.01596533,   -0.01596533,   -0.01341533,             0,             0,      1.633859,     -6.991711,     0.9168048,      7.871525,     -1.435479,             0,     -17.61212,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.2834043,             1,    1775156708 
             8,       0.32656,          0.26,            35,      35.00092,      0.908734,     -2121.551,             0,      49.00327,    -0.2450056,    -0.3619249,    -0.4214999,      1.513245,      1.136422,      1.826366,    -0.4760168,             0,            -0,             0,             0,             0,      19.41444,      58.78875,      16.37518,             0,    -0.2116077,             0,             9,            -5,    -0.5603635,    -0.5603635,     0.1721769,     0.1721769,    -0.0482765,    -0.0482765,    -0.0173911,             0,             0,       1.61951,     -7.366222,      1.454439,      8.174691,     -1.872281,             0,     -22.90904,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.3673763,             1,    1775156748 
             8,       0.32656,          0.26,            47,      47.00133,      0.841493,     -2121.551,             0,      65.83265,    -0.2449706,    -0.3623081,    -0.4215146,      1.554502,      1.240865,      2.884152,     -0.455712,             0,            -0,             0,             0,             0,      26.42669,      49.60793,      22.28142,             0,    -0.1240191,             0,             9,            -5,      -0.60288,      -0.60288,     0.2398709,     0.2398709,   -0.04531605,   -0.04531605,   -0.02335492,             0,             0,      1.597304,     -7.920527,      2.239467,      8.622755,     -2.532526,             0,     -31.18349,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.4933348,             1,    1775156804 
             8,       0.32656,          0.26,            63,      63.00202,       0.73339,     -2121.551,             0,      88.27318,    -0.2449218,    -0.3629423,    -0.4215351,      1.622812,      1.380325,      4.301793,    -0.4286162,             0,            -0,             0,             0,             0,      35.24159,      37.35098,      30.51164,             0,   -0.01890792,             0,             9,            -5,    -0.7693175,    -0.7693175,     0.2950965,     0.2950965,    -0.2100103,    -0.2100103,   -0.03130692,             0,             0,      1.568972,     -8.693058,      3.336108,      9.246039,     -3.434053,             0,     -41.58507,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,      0.661281,             1,    1775156854 
             8,       0.32656,          0.26,            83,      83.00324,      0.583796,     -2121.551,             0,      116.3235,    -0.2448614,    -0.3639384,    -0.4215605,      1.729926,      1.554576,      6.071421,    -0.3947515,             0,            -0,             0,             0,             0,      46.49601,      22.03397,      40.68095,             0,     0.1121441,             0,             9,            -5,    -0.8394951,    -0.8394951,     0.3563146,     0.3563146,    -0.3098054,    -0.3098054,   -0.04124729,             0,             0,      1.532979,     -9.648966,      4.695834,      10.01525,     -4.547739,             0,      -54.8653,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.8712176,             1,    1775156909 
             8,       0.32656,          0.26,           101,      101.0047,        0.4507,     -2121.551,             0,      141.5685,    -0.2448069,    -0.3651873,    -0.4215833,      1.863944,      1.711506,      7.664999,    -0.3644367,             0,            -0,             0,             0,             0,       56.6236,     0.1008607,      49.86885,             0,     0.2064537,             0,             9,            -5,    -0.8925324,    -0.8925324,     0.4087511,     0.4087511,      -0.39941,      -0.39941,   -0.05019396,             0,             0,      1.514704,     -10.51455,      6.000412,      10.70834,     -5.623357,             0,     -66.81585,             0,      19.05501,             0,             0,      -80.4725,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,      1.060165,             1,    1775156968 
             8,       0.32656,          0.27,           1.1,      1.100038,      0.999905,     -2121.551,             0,      1.445988,    -0.2451013,    -0.3602911,    -0.4214601,      1.336607,     0.8418743,     -1.151249,    -0.5347446,             0,            -0,             0,             0,             0,     0.4383314,     0.0106779,     0.2363931,             0,    -0.6033282,             0,             9,            -5,    -0.1167758,    -0.1167758,    0.03174973,    0.03174973,    0.06844955,    0.06844955,  -0.000545855,             0,             0,      1.829573,     -5.848592,    0.07632285,      6.953559,    -0.7755454,             0,    -0.5172311,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.01154621,             1,    1775156997 
             8,       0.32656,          0.27,           1.5,      1.500044,      0.999824,     -2121.551,             0,       2.00757,    -0.2451006,     -0.360309,    -0.4214604,      1.338547,     0.8453127,     -1.117412,    -0.5340592,             0,            -0,             0,             0,             0,     0.6524946,        0.0109,     0.3622031,             0,    -0.6002846,             0,             9,            -5,    -0.1185627,    -0.1185627,    0.03324772,    0.03324772,     0.0694696,     0.0694696,  -0.000744468,             0,             0,      1.828351,     -5.860463,    0.09203293,      6.963087,    -0.7880123,             0,    -0.7699437,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.01574474,             1,    1775157012 
             8,       0.32656,          0.27,             2,      2.000052,      0.999688,     -2121.551,             0,       2.70947,    -0.2450995,    -0.3603314,    -0.4214609,      1.340973,     0.8496217,     -1.074696,    -0.5332015,             0,            -0,             0,             0,             0,     0.9110141,    0.01121559,     0.5403596,             0,    -0.5967604,             0,             9,            -5,    -0.1160052,    -0.1160052,     0.0329898,     0.0329898,    0.06763718,    0.06763718, -0.0009927745,             0,             0,      1.826844,     -5.877243,     0.1146092,      6.976571,    -0.8048053,             0,     -1.074997,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.02099293,             1,    1775157029 
             8,       0.32656,          0.27,           2.7,      2.700067,      0.999431,     -2121.551,             0,      3.691841,    -0.2450979,    -0.3603627,    -0.4214616,      1.344372,     0.8556677,      -1.01439,    -0.5320007,             0,            -0,             0,             0,             0,      1.293085,    0.01170383,     0.8153835,             0,    -0.5908062,             0,             9,            -5,    -0.1129767,    -0.1129767,    0.03282056,    0.03282056,     0.0666202,     0.0666202,   -0.00134045,             0,             0,      1.824687,     -5.903135,      0.149002,      6.997393,      -0.83067,             0,     -1.525841,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.02834041,             1,    1775157047 
             8,       0.32656,          0.27,           3.6,      3.600086,      0.998988,     -2121.551,             0,      4.954754,    -0.2450957,    -0.3604031,    -0.4214625,       1.34875,     0.8634493,    -0.9365409,    -0.5304557,             0,            -0,             0,             0,             0,       1.78807,    0.01236028,      1.184743,             0,    -0.5838361,             0,             9,            -5,    -0.1128299,    -0.1128299,     0.0341528,     0.0341528,    0.06458668,    0.06458668,  -0.001787517,             0,             0,      1.821901,     -5.937895,     0.1945282,      7.025356,    -0.8658283,             0,     -2.109923,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.03778718,             1,    1775157066 
             8,       0.32656,          0.27,           4.8,      4.800114,      0.998202,     -2121.551,             0,      6.638405,    -0.2450926,    -0.3604571,    -0.4214638,      1.354595,     0.8738457,     -0.832004,    -0.5283961,             0,            -0,             0,             0,             0,      2.451014,    0.01330279,      1.714202,             0,      -0.57235,             0,             9,            -5,    -0.1135465,    -0.1135465,    0.03512071,    0.03512071,    0.06507624,    0.06507624,  -0.002383665,             0,             0,      1.818186,     -5.987691,     0.2595751,      7.065435,    -0.9157733,             0,     -2.892196,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.0503829,             1,    1775157086 
             8,       0.32656,          0.27,           6.4,      6.400152,      0.996805,     -2121.551,             0,      8.883207,    -0.2450884,    -0.3605293,    -0.4214656,      1.362412,     0.8877053,    -0.6926756,    -0.5256488,             0,            -0,             0,             0,             0,      3.343563,    0.01455503,      2.417586,             0,    -0.5588566,             0,             9,            -5,    -0.1211217,    -0.1211217,    0.04092196,    0.04092196,      0.053291,      0.053291,  -0.003178596,             0,             0,      1.813203,     -6.053853,     0.3447218,      7.118684,    -0.9835564,             0,     -3.945404,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.0671772,             1,    1775157108 
             8,       0.32656,          0.27,           8.5,      8.500198,      0.994371,     -2121.551,             0,      11.83408,    -0.2450827,    -0.3611906,     -0.421468,      1.434109,     0.9050972,    -0.5107613,     -0.520419,             0,            -0,             0,             0,             0,      4.525034,      74.55734,      3.379462,             0,    -0.3993001,             0,             9,            -5,    -0.4196372,    -0.4196372,    0.09581353,    0.09581353,    0.04814297,    0.04814297,  -0.004222014,             0,             0,      1.672148,     -6.147501,     -0.248208,      7.188441,    -0.4433241,             0,      -5.33954,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.08921968,             1,    1775157132 
             8,       0.32656,          0.27,            11,      11.00026,      0.990591,     -2121.551,             0,      15.34128,    -0.2450758,    -0.3612378,    -0.4214709,      1.439189,     0.9268087,    -0.2916723,    -0.5161615,             0,            -0,             0,             0,             0,      5.885602,       72.7497,      4.545415,             0,    -0.3841747,             0,             9,            -5,    -0.4367842,    -0.4367842,     0.1038781,     0.1038781,    0.04594389,    0.04594389,   -0.00546425,             0,             0,      1.667697,     -6.256724,   -0.09053903,       7.27703,    -0.5706671,             0,     -6.945011,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.1154608,             1,    1775157157 
             8,       0.32656,          0.27,            15,      15.00036,      0.982575,     -2121.551,             0,      20.95216,    -0.2450645,    -0.3613198,    -0.4214757,      1.448014,     0.9615659,     0.0594609,    -0.5093522,             0,            -0,             0,             0,             0,      8.128585,      69.85638,      6.441386,             0,    -0.3550737,             0,             9,            -5,    -0.4823525,    -0.4823525,     0.1299767,     0.1299767,    0.03462286,    0.03462286,  -0.007451925,             0,             0,      1.660433,     -6.434394,     0.1613202,      7.421079,    -0.7813009,             0,     -9.591731,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.1574466,             1,    1775157183 
             8,       0.32656,          0.27,            20,      20.00049,      0.969233,     -2121.551,             0,      27.96489,      -0.24505,    -0.3614334,    -0.4214818,      1.460251,      1.005049,     0.4999942,    -0.5008385,             0,            -0,             0,             0,             0,      10.98138,      66.23536,      8.893987,             0,    -0.3181862,             0,             9,            -5,    -0.5040397,    -0.5040397,     0.1337138,     0.1337138,   0.006568644,   0.006568644,  -0.009936626,             0,             0,      1.651238,     -6.664274,     0.4936485,       7.60735,     -1.042931,             0,     -12.95803,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,      0.209929,             1,    1775157215 
             8,       0.32656,          0.27,            27,      27.00069,      0.944638,     -2121.551,             0,      37.78269,    -0.2450293,    -0.3616135,    -0.4214905,       1.47965,      1.065956,      1.117796,    -0.4889158,             0,            -0,             0,             0,             0,      14.92463,      61.16387,      12.37945,             0,    -0.2689718,             0,             9,            -5,    -0.5298883,    -0.5298883,     0.1515324,     0.1515324,   -0.01635336,   -0.01635336,   -0.01341533,             0,             0,       1.63848,     -6.991025,      0.961098,        7.8719,     -1.417878,             0,     -17.61106,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.2834043,             1,    1775157252 
             8,       0.32656,          0.27,            35,      35.00092,      0.908734,     -2121.551,             0,       49.0031,    -0.2450056,    -0.3618494,    -0.4215004,      1.505081,      1.135571,      1.824086,    -0.4752898,             0,            -0,             0,             0,             0,      19.41363,      55.36749,       16.3741,             0,    -0.2120842,             0,             9,            -5,     -0.545888,     -0.545888,     0.1696253,     0.1696253,   -0.04858192,   -0.04858192,    -0.0173911,             0,             0,      1.623946,     -7.365662,      1.497241,      8.174921,     -1.846696,             0,     -22.90808,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.3673763,             1,    1775157293 
             8,       0.32656,          0.27,            47,      47.00133,      0.841493,     -2121.551,             0,      65.83248,    -0.2449706,    -0.3622646,    -0.4215152,      1.549811,      1.239943,       2.88173,    -0.4548557,             0,            -0,             0,             0,             0,      26.42589,      46.67598,      22.28015,             0,    -0.1251543,             0,             9,            -5,    -0.5905723,    -0.5905723,     0.2377406,     0.2377406,   -0.04549645,   -0.04549645,   -0.02335492,             0,             0,      1.601463,     -7.920128,      2.280006,      8.622796,     -2.495002,             0,     -31.18255,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.4933348,             1,    1775157348 
             8,       0.32656,          0.27,            63,      63.00202,       0.73339,     -2121.551,             0,      88.27301,    -0.2449218,    -0.3629324,    -0.4215356,      1.621751,      1.379309,      4.299178,    -0.4275877,             0,            -0,             0,             0,             0,       35.2406,      35.07267,       30.5099,             0,    -0.0206734,             0,             9,            -5,    -0.7603653,    -0.7603653,     0.2936443,     0.2936443,     -0.209973,     -0.209973,   -0.03130693,             0,             0,      1.572762,     -8.692801,      3.373554,      9.245861,     -3.380613,             0,      -41.5839,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,      0.661281,             1,    1775157399 
             8,       0.32656,          0.27,            83,      83.00322,      0.583796,     -2121.551,             0,      116.3233,    -0.2448615,    -0.3639555,    -0.4215609,      1.731773,      1.553443,      6.068576,     -0.393508,             0,            -0,             0,             0,             0,      46.49541,      20.57232,      40.67917,             0,     0.1100076,             0,             9,            -5,    -0.8353793,    -0.8353793,     0.3558931,     0.3558931,    -0.3096832,    -0.3096832,   -0.04124729,             0,             0,      1.536308,     -9.648852,      4.729428,      10.01492,     -4.474515,             0,     -54.86458,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.8712175,             1,    1775157454 
